what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957722718
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957726586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957746871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957763258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957766697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957805025
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357957805058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357957809492
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1357957811106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957812452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957820598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957820786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357957833126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957855988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957865999
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357957868744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957873185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957876290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357957879192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957883220
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957883286
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957883286
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357957885178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957885710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957886493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1357957886501
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957889557
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957889647
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1357957893145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957893475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957904286
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357957912694
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957914992
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957915089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957930742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957985393
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957989001
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357957989002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957991441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957992034
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1357957992065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957992360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357957996104
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958007100
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958007101
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357958009635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958009787
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1357958017861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958018151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958029027
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357958033273
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1357958037878
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1357958044222
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1357958044673
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958046323
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958047652
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1357958052410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958063152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958069791
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357958069864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357958071898
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958084191
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958084582
closed,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958084582
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958086303
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958087654
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958087655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958091288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958094167
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357958094240
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958095811
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958095925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958115900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958116212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958119452
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357958125245
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958125399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1357958141174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958148081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958148180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958156613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958160122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958270101
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357958277070
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958278232
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958279457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357958286104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958286715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958298329
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958303440
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958305603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958307889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958327927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357958337687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958339825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958353659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958353763
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357958362450
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958365360
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958365462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958369960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958393466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958395964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958397544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958399206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958402702
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958404742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1357958407962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958409827
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1357958434378
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1357958434544
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1357958434714
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1357958434964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958438211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958444806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958453920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958457891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958460569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958515914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1357958535119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1357958535234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958535725
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1357958541688
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1357958542306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1357958544715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958550194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958630403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958682945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958689264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958754084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958757690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357958790341
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958795730
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357958797974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357958802654
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1357958803487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357958803615
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958839078
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357958845856
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958853469
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357958860795
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357958860830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959066804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959067879
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357959118813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959127325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.openEditorDropDown",1357959127339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959128324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959129425
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357959145853
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959153864
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1357959169005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959178928
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959183461
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959192534
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1357959192554
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1357959205532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959293230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959294350
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357959296784
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357959297747
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357959311979
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1357959313374
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959316381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959335600
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357959338452
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959340100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959344420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959344517
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357959346377
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959351506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959352088
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357959363788
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959368020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959371484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959373399
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace",1357959373410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959375483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959378591
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1357959378617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959379705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959387073
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1357959414485
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1357959426037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959427102
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1357959438643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959468212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959473107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959477100
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357959513180
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959563592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959567710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959621549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959623078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959686187
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1357959690383
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1357959691726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959693049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1357959693085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959700947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959710415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1357959710457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959716560
